iso3,year,partner,measure,value,unit,source,retrieved
HUN,2009,European Union,export share,74.9,% of total exports,"Eurostat, ext_lt_intratrd (Intra and Extra-EU trade by Member State and by product group), sitc06=TOTAL, partner=EU27_2020",2026-08-06
HUN,2010,European Union,export share,73.0,% of total exports,"Eurostat, ext_lt_intratrd (Intra and Extra-EU trade by Member State and by product group), sitc06=TOTAL, partner=EU27_2020",2026-08-06
HUN,2011,European Union,export share,72.9,% of total exports,"Eurostat, ext_lt_intratrd (Intra and Extra-EU trade by Member State and by product group), sitc06=TOTAL, partner=EU27_2020",2026-08-06
HUN,2012,European Union,export share,73.3,% of total exports,"Eurostat, ext_lt_intratrd (Intra and Extra-EU trade by Member State and by product group), sitc06=TOTAL, partner=EU27_2020",2026-08-06
HUN,2013,European Union,export share,73.9,% of total exports,"Eurostat, ext_lt_intratrd (Intra and Extra-EU trade by Member State and by product group), sitc06=TOTAL, partner=EU27_2020",2026-08-06
HUN,2014,European Union,export share,76.3,% of total exports,"Eurostat, ext_lt_intratrd (Intra and Extra-EU trade by Member State and by product group), sitc06=TOTAL, partner=EU27_2020",2026-08-06
HUN,2015,European Union,export share,77.3,% of total exports,"Eurostat, ext_lt_intratrd (Intra and Extra-EU trade by Member State and by product group), sitc06=TOTAL, partner=EU27_2020",2026-08-06
HUN,2016,European Union,export share,77.4,% of total exports,"Eurostat, ext_lt_intratrd (Intra and Extra-EU trade by Member State and by product group), sitc06=TOTAL, partner=EU27_2020",2026-08-06
HUN,2017,European Union,export share,77.7,% of total exports,"Eurostat, ext_lt_intratrd (Intra and Extra-EU trade by Member State and by product group), sitc06=TOTAL, partner=EU27_2020",2026-08-06
HUN,2018,European Union,export share,78.0,% of total exports,"Eurostat, ext_lt_intratrd (Intra and Extra-EU trade by Member State and by product group), sitc06=TOTAL, partner=EU27_2020",2026-08-06
HUN,2019,European Union,export share,78.5,% of total exports,"Eurostat, ext_lt_intratrd (Intra and Extra-EU trade by Member State and by product group), sitc06=TOTAL, partner=EU27_2020",2026-08-06
HUN,2020,European Union,export share,78.4,% of total exports,"Eurostat, ext_lt_intratrd (Intra and Extra-EU trade by Member State and by product group), sitc06=TOTAL, partner=EU27_2020",2026-08-06
HUN,2021,European Union,export share,78.1,% of total exports,"Eurostat, ext_lt_intratrd (Intra and Extra-EU trade by Member State and by product group), sitc06=TOTAL, partner=EU27_2020",2026-08-06
HUN,2022,European Union,export share,76.4,% of total exports,"Eurostat, ext_lt_intratrd (Intra and Extra-EU trade by Member State and by product group), sitc06=TOTAL, partner=EU27_2020",2026-08-06
HUN,2023,European Union,export share,76.6,% of total exports,"Eurostat, ext_lt_intratrd (Intra and Extra-EU trade by Member State and by product group), sitc06=TOTAL, partner=EU27_2020",2026-08-06
HUN,2024,European Union,export share,76.0,% of total exports,"Eurostat, ext_lt_intratrd (Intra and Extra-EU trade by Member State and by product group), sitc06=TOTAL, partner=EU27_2020",2026-08-06
HUN,2025,European Union,export share,75.1,% of total exports,"Eurostat, ext_lt_intratrd (Intra and Extra-EU trade by Member State and by product group), sitc06=TOTAL, partner=EU27_2020",2026-08-06
HUN,2002,European Union,import share,62.3,% of total imports,"Eurostat, ext_lt_intratrd (Intra and Extra-EU trade by Member State and by product group), sitc06=TOTAL, partner=EU27_2020",2026-08-06
HUN,2003,European Union,import share,61.9,% of total imports,"Eurostat, ext_lt_intratrd (Intra and Extra-EU trade by Member State and by product group), sitc06=TOTAL, partner=EU27_2020",2026-08-06
HUN,2004,European Union,import share,66.1,% of total imports,"Eurostat, ext_lt_intratrd (Intra and Extra-EU trade by Member State and by product group), sitc06=TOTAL, partner=EU27_2020",2026-08-06
HUN,2005,European Union,import share,67.6,% of total imports,"Eurostat, ext_lt_intratrd (Intra and Extra-EU trade by Member State and by product group), sitc06=TOTAL, partner=EU27_2020",2026-08-06
HUN,2006,European Union,import share,68.0,% of total imports,"Eurostat, ext_lt_intratrd (Intra and Extra-EU trade by Member State and by product group), sitc06=TOTAL, partner=EU27_2020",2026-08-06
HUN,2007,European Union,import share,67.3,% of total imports,"Eurostat, ext_lt_intratrd (Intra and Extra-EU trade by Member State and by product group), sitc06=TOTAL, partner=EU27_2020",2026-08-06
HUN,2008,European Union,import share,66.6,% of total imports,"Eurostat, ext_lt_intratrd (Intra and Extra-EU trade by Member State and by product group), sitc06=TOTAL, partner=EU27_2020",2026-08-06
HUN,2009,European Union,import share,67.0,% of total imports,"Eurostat, ext_lt_intratrd (Intra and Extra-EU trade by Member State and by product group), sitc06=TOTAL, partner=EU27_2020",2026-08-06
HUN,2010,European Union,import share,66.2,% of total imports,"Eurostat, ext_lt_intratrd (Intra and Extra-EU trade by Member State and by product group), sitc06=TOTAL, partner=EU27_2020",2026-08-06
HUN,2011,European Union,import share,67.7,% of total imports,"Eurostat, ext_lt_intratrd (Intra and Extra-EU trade by Member State and by product group), sitc06=TOTAL, partner=EU27_2020",2026-08-06
HUN,2012,European Union,import share,68.8,% of total imports,"Eurostat, ext_lt_intratrd (Intra and Extra-EU trade by Member State and by product group), sitc06=TOTAL, partner=EU27_2020",2026-08-06
HUN,2013,European Union,import share,69.9,% of total imports,"Eurostat, ext_lt_intratrd (Intra and Extra-EU trade by Member State and by product group), sitc06=TOTAL, partner=EU27_2020",2026-08-06
HUN,2014,European Union,import share,73.4,% of total imports,"Eurostat, ext_lt_intratrd (Intra and Extra-EU trade by Member State and by product group), sitc06=TOTAL, partner=EU27_2020",2026-08-06
HUN,2015,European Union,import share,74.7,% of total imports,"Eurostat, ext_lt_intratrd (Intra and Extra-EU trade by Member State and by product group), sitc06=TOTAL, partner=EU27_2020",2026-08-06
HUN,2016,European Union,import share,75.7,% of total imports,"Eurostat, ext_lt_intratrd (Intra and Extra-EU trade by Member State and by product group), sitc06=TOTAL, partner=EU27_2020",2026-08-06
HUN,2017,European Union,import share,74.1,% of total imports,"Eurostat, ext_lt_intratrd (Intra and Extra-EU trade by Member State and by product group), sitc06=TOTAL, partner=EU27_2020",2026-08-06
HUN,2018,European Union,import share,72.8,% of total imports,"Eurostat, ext_lt_intratrd (Intra and Extra-EU trade by Member State and by product group), sitc06=TOTAL, partner=EU27_2020",2026-08-06
HUN,2019,European Union,import share,71.9,% of total imports,"Eurostat, ext_lt_intratrd (Intra and Extra-EU trade by Member State and by product group), sitc06=TOTAL, partner=EU27_2020",2026-08-06
HUN,2020,European Union,import share,70.6,% of total imports,"Eurostat, ext_lt_intratrd (Intra and Extra-EU trade by Member State and by product group), sitc06=TOTAL, partner=EU27_2020",2026-08-06
HUN,2021,European Union,import share,71.2,% of total imports,"Eurostat, ext_lt_intratrd (Intra and Extra-EU trade by Member State and by product group), sitc06=TOTAL, partner=EU27_2020",2026-08-06
HUN,2022,European Union,import share,68.2,% of total imports,"Eurostat, ext_lt_intratrd (Intra and Extra-EU trade by Member State and by product group), sitc06=TOTAL, partner=EU27_2020",2026-08-06
HUN,2023,European Union,import share,69.2,% of total imports,"Eurostat, ext_lt_intratrd (Intra and Extra-EU trade by Member State and by product group), sitc06=TOTAL, partner=EU27_2020",2026-08-06
HUN,2024,European Union,import share,70.6,% of total imports,"Eurostat, ext_lt_intratrd (Intra and Extra-EU trade by Member State and by product group), sitc06=TOTAL, partner=EU27_2020",2026-08-06
HUN,2025,European Union,import share,70.5,% of total imports,"Eurostat, ext_lt_intratrd (Intra and Extra-EU trade by Member State and by product group), sitc06=TOTAL, partner=EU27_2020",2026-08-06
IRL,2002,European Union,export share,41.9,% of total exports,"Eurostat, ext_lt_intratrd (Intra and Extra-EU trade by Member State and by product group), sitc06=TOTAL, partner=EU27_2020",2026-08-06
IRL,2003,European Union,export share,44.3,% of total exports,"Eurostat, ext_lt_intratrd (Intra and Extra-EU trade by Member State and by product group), sitc06=TOTAL, partner=EU27_2020",2026-08-06
IRL,2004,European Union,export share,45.0,% of total exports,"Eurostat, ext_lt_intratrd (Intra and Extra-EU trade by Member State and by product group), sitc06=TOTAL, partner=EU27_2020",2026-08-06
IRL,2005,European Union,export share,46.4,% of total exports,"Eurostat, ext_lt_intratrd (Intra and Extra-EU trade by Member State and by product group), sitc06=TOTAL, partner=EU27_2020",2026-08-06
IRL,2006,European Union,export share,45.4,% of total exports,"Eurostat, ext_lt_intratrd (Intra and Extra-EU trade by Member State and by product group), sitc06=TOTAL, partner=EU27_2020",2026-08-06
IRL,2007,European Union,export share,44.7,% of total exports,"Eurostat, ext_lt_intratrd (Intra and Extra-EU trade by Member State and by product group), sitc06=TOTAL, partner=EU27_2020",2026-08-06
IRL,2008,European Union,export share,44.5,% of total exports,"Eurostat, ext_lt_intratrd (Intra and Extra-EU trade by Member State and by product group), sitc06=TOTAL, partner=EU27_2020",2026-08-06
IRL,2009,European Union,export share,45.2,% of total exports,"Eurostat, ext_lt_intratrd (Intra and Extra-EU trade by Member State and by product group), sitc06=TOTAL, partner=EU27_2020",2026-08-06
IRL,2010,European Union,export share,42.3,% of total exports,"Eurostat, ext_lt_intratrd (Intra and Extra-EU trade by Member State and by product group), sitc06=TOTAL, partner=EU27_2020",2026-08-06
IRL,2011,European Union,export share,42.6,% of total exports,"Eurostat, ext_lt_intratrd (Intra and Extra-EU trade by Member State and by product group), sitc06=TOTAL, partner=EU27_2020",2026-08-06
IRL,2012,European Union,export share,42.9,% of total exports,"Eurostat, ext_lt_intratrd (Intra and Extra-EU trade by Member State and by product group), sitc06=TOTAL, partner=EU27_2020",2026-08-06
IRL,2013,European Union,export share,41.3,% of total exports,"Eurostat, ext_lt_intratrd (Intra and Extra-EU trade by Member State and by product group), sitc06=TOTAL, partner=EU27_2020",2026-08-06
IRL,2014,European Union,export share,40.0,% of total exports,"Eurostat, ext_lt_intratrd (Intra and Extra-EU trade by Member State and by product group), sitc06=TOTAL, partner=EU27_2020",2026-08-06
IRL,2015,European Union,export share,39.2,% of total exports,"Eurostat, ext_lt_intratrd (Intra and Extra-EU trade by Member State and by product group), sitc06=TOTAL, partner=EU27_2020",2026-08-06
IRL,2016,European Union,export share,37.6,% of total exports,"Eurostat, ext_lt_intratrd (Intra and Extra-EU trade by Member State and by product group), sitc06=TOTAL, partner=EU27_2020",2026-08-06
IRL,2017,European Union,export share,37.9,% of total exports,"Eurostat, ext_lt_intratrd (Intra and Extra-EU trade by Member State and by product group), sitc06=TOTAL, partner=EU27_2020",2026-08-06
IRL,2018,European Union,export share,38.8,% of total exports,"Eurostat, ext_lt_intratrd (Intra and Extra-EU trade by Member State and by product group), sitc06=TOTAL, partner=EU27_2020",2026-08-06
IRL,2019,European Union,export share,37.0,% of total exports,"Eurostat, ext_lt_intratrd (Intra and Extra-EU trade by Member State and by product group), sitc06=TOTAL, partner=EU27_2020",2026-08-06
IRL,2020,European Union,export share,40.5,% of total exports,"Eurostat, ext_lt_intratrd (Intra and Extra-EU trade by Member State and by product group), sitc06=TOTAL, partner=EU27_2020",2026-08-06
IRL,2021,European Union,export share,38.1,% of total exports,"Eurostat, ext_lt_intratrd (Intra and Extra-EU trade by Member State and by product group), sitc06=TOTAL, partner=EU27_2020",2026-08-06
IRL,2022,European Union,export share,39.5,% of total exports,"Eurostat, ext_lt_intratrd (Intra and Extra-EU trade by Member State and by product group), sitc06=TOTAL, partner=EU27_2020",2026-08-06
IRL,2023,European Union,export share,42.1,% of total exports,"Eurostat, ext_lt_intratrd (Intra and Extra-EU trade by Member State and by product group), sitc06=TOTAL, partner=EU27_2020",2026-08-06
IRL,2024,European Union,export share,39.6,% of total exports,"Eurostat, ext_lt_intratrd (Intra and Extra-EU trade by Member State and by product group), sitc06=TOTAL, partner=EU27_2020",2026-08-06
IRL,2025,European Union,export share,33.4,% of total exports,"Eurostat, ext_lt_intratrd (Intra and Extra-EU trade by Member State and by product group), sitc06=TOTAL, partner=EU27_2020",2026-08-06
IRL,2002,European Union,import share,25.2,% of total imports,"Eurostat, ext_lt_intratrd (Intra and Extra-EU trade by Member State and by product group), sitc06=TOTAL, partner=EU27_2020",2026-08-06
IRL,2003,European Union,import share,28.1,% of total imports,"Eurostat, ext_lt_intratrd (Intra and Extra-EU trade by Member State and by product group), sitc06=TOTAL, partner=EU27_2020",2026-08-06
IRL,2004,European Union,import share,29.8,% of total imports,"Eurostat, ext_lt_intratrd (Intra and Extra-EU trade by Member State and by product group), sitc06=TOTAL, partner=EU27_2020",2026-08-06
IRL,2005,European Union,import share,29.5,% of total imports,"Eurostat, ext_lt_intratrd (Intra and Extra-EU trade by Member State and by product group), sitc06=TOTAL, partner=EU27_2020",2026-08-06
IRL,2006,European Union,import share,31.0,% of total imports,"Eurostat, ext_lt_intratrd (Intra and Extra-EU trade by Member State and by product group), sitc06=TOTAL, partner=EU27_2020",2026-08-06
IRL,2007,European Union,import share,31.4,% of total imports,"Eurostat, ext_lt_intratrd (Intra and Extra-EU trade by Member State and by product group), sitc06=TOTAL, partner=EU27_2020",2026-08-06
IRL,2008,European Union,import share,32.2,% of total imports,"Eurostat, ext_lt_intratrd (Intra and Extra-EU trade by Member State and by product group), sitc06=TOTAL, partner=EU27_2020",2026-08-06
IRL,2009,European Union,import share,30.3,% of total imports,"Eurostat, ext_lt_intratrd (Intra and Extra-EU trade by Member State and by product group), sitc06=TOTAL, partner=EU27_2020",2026-08-06
IRL,2010,European Union,import share,30.2,% of total imports,"Eurostat, ext_lt_intratrd (Intra and Extra-EU trade by Member State and by product group), sitc06=TOTAL, partner=EU27_2020",2026-08-06
IRL,2011,European Union,import share,30.2,% of total imports,"Eurostat, ext_lt_intratrd (Intra and Extra-EU trade by Member State and by product group), sitc06=TOTAL, partner=EU27_2020",2026-08-06
IRL,2012,European Union,import share,29.8,% of total imports,"Eurostat, ext_lt_intratrd (Intra and Extra-EU trade by Member State and by product group), sitc06=TOTAL, partner=EU27_2020",2026-08-06
IRL,2013,European Union,import share,32.1,% of total imports,"Eurostat, ext_lt_intratrd (Intra and Extra-EU trade by Member State and by product group), sitc06=TOTAL, partner=EU27_2020",2026-08-06
IRL,2014,European Union,import share,33.6,% of total imports,"Eurostat, ext_lt_intratrd (Intra and Extra-EU trade by Member State and by product group), sitc06=TOTAL, partner=EU27_2020",2026-08-06
IRL,2015,European Union,import share,34.6,% of total imports,"Eurostat, ext_lt_intratrd (Intra and Extra-EU trade by Member State and by product group), sitc06=TOTAL, partner=EU27_2020",2026-08-06
IRL,2016,European Union,import share,37.4,% of total imports,"Eurostat, ext_lt_intratrd (Intra and Extra-EU trade by Member State and by product group), sitc06=TOTAL, partner=EU27_2020",2026-08-06
IRL,2017,European Union,import share,38.4,% of total imports,"Eurostat, ext_lt_intratrd (Intra and Extra-EU trade by Member State and by product group), sitc06=TOTAL, partner=EU27_2020",2026-08-06
IRL,2018,European Union,import share,38.0,% of total imports,"Eurostat, ext_lt_intratrd (Intra and Extra-EU trade by Member State and by product group), sitc06=TOTAL, partner=EU27_2020",2026-08-06
IRL,2019,European Union,import share,38.1,% of total imports,"Eurostat, ext_lt_intratrd (Intra and Extra-EU trade by Member State and by product group), sitc06=TOTAL, partner=EU27_2020",2026-08-06
IRL,2020,European Union,import share,37.9,% of total imports,"Eurostat, ext_lt_intratrd (Intra and Extra-EU trade by Member State and by product group), sitc06=TOTAL, partner=EU27_2020",2026-08-06
IRL,2021,European Union,import share,38.0,% of total imports,"Eurostat, ext_lt_intratrd (Intra and Extra-EU trade by Member State and by product group), sitc06=TOTAL, partner=EU27_2020",2026-08-06
IRL,2022,European Union,import share,34.7,% of total imports,"Eurostat, ext_lt_intratrd (Intra and Extra-EU trade by Member State and by product group), sitc06=TOTAL, partner=EU27_2020",2026-08-06
IRL,2023,European Union,import share,39.1,% of total imports,"Eurostat, ext_lt_intratrd (Intra and Extra-EU trade by Member State and by product group), sitc06=TOTAL, partner=EU27_2020",2026-08-06
IRL,2024,European Union,import share,42.0,% of total imports,"Eurostat, ext_lt_intratrd (Intra and Extra-EU trade by Member State and by product group), sitc06=TOTAL, partner=EU27_2020",2026-08-06
IRL,2025,European Union,import share,41.4,% of total imports,"Eurostat, ext_lt_intratrd (Intra and Extra-EU trade by Member State and by product group), sitc06=TOTAL, partner=EU27_2020",2026-08-06
ISL,2015,European Union,export share,61.8,% of total exports,"Eurostat COMEXT ds-059331 (International trade of EU and non-EU countries since 2002 by SITC); derived = (WORLD 4278335211 - EXT_EU27_2020 1632863268) / WORLD 4278335211; product=TOTAL, flow=export, indicators=VALUE_EUR",2026-08-06
ISL,2023,European Union,export share,63.2,% of total exports,"Eurostat COMEXT ds-059331 (International trade of EU and non-EU countries since 2002 by SITC); derived = (WORLD 6288547567 - EXT_EU27_2020 2316685203) / WORLD 6288547567; product=TOTAL, flow=export, indicators=VALUE_EUR",2026-08-06
ITA,2002,European Union,export share,54.7,% of total exports,"Eurostat, ext_lt_intratrd (Intra and Extra-EU trade by Member State and by product group), sitc06=TOTAL, partner=EU27_2020",2026-08-06
ITA,2003,European Union,export share,56.1,% of total exports,"Eurostat, ext_lt_intratrd (Intra and Extra-EU trade by Member State and by product group), sitc06=TOTAL, partner=EU27_2020",2026-08-06
ITA,2004,European Union,export share,55.6,% of total exports,"Eurostat, ext_lt_intratrd (Intra and Extra-EU trade by Member State and by product group), sitc06=TOTAL, partner=EU27_2020",2026-08-06
ITA,2005,European Union,export share,55.4,% of total exports,"Eurostat, ext_lt_intratrd (Intra and Extra-EU trade by Member State and by product group), sitc06=TOTAL, partner=EU27_2020",2026-08-06
ITA,2006,European Union,export share,55.9,% of total exports,"Eurostat, ext_lt_intratrd (Intra and Extra-EU trade by Member State and by product group), sitc06=TOTAL, partner=EU27_2020",2026-08-06
ITA,2007,European Union,export share,55.9,% of total exports,"Eurostat, ext_lt_intratrd (Intra and Extra-EU trade by Member State and by product group), sitc06=TOTAL, partner=EU27_2020",2026-08-06
ITA,2008,European Union,export share,54.5,% of total exports,"Eurostat, ext_lt_intratrd (Intra and Extra-EU trade by Member State and by product group), sitc06=TOTAL, partner=EU27_2020",2026-08-06
ITA,2009,European Union,export share,53.3,% of total exports,"Eurostat, ext_lt_intratrd (Intra and Extra-EU trade by Member State and by product group), sitc06=TOTAL, partner=EU27_2020",2026-08-06
ITA,2010,European Union,export share,52.7,% of total exports,"Eurostat, ext_lt_intratrd (Intra and Extra-EU trade by Member State and by product group), sitc06=TOTAL, partner=EU27_2020",2026-08-06
ITA,2011,European Union,export share,52.0,% of total exports,"Eurostat, ext_lt_intratrd (Intra and Extra-EU trade by Member State and by product group), sitc06=TOTAL, partner=EU27_2020",2026-08-06
ITA,2012,European Union,export share,49.4,% of total exports,"Eurostat, ext_lt_intratrd (Intra and Extra-EU trade by Member State and by product group), sitc06=TOTAL, partner=EU27_2020",2026-08-06
ITA,2013,European Union,export share,48.7,% of total exports,"Eurostat, ext_lt_intratrd (Intra and Extra-EU trade by Member State and by product group), sitc06=TOTAL, partner=EU27_2020",2026-08-06
ITA,2014,European Union,export share,49.6,% of total exports,"Eurostat, ext_lt_intratrd (Intra and Extra-EU trade by Member State and by product group), sitc06=TOTAL, partner=EU27_2020",2026-08-06
ITA,2015,European Union,export share,49.4,% of total exports,"Eurostat, ext_lt_intratrd (Intra and Extra-EU trade by Member State and by product group), sitc06=TOTAL, partner=EU27_2020",2026-08-06
ITA,2016,European Union,export share,50.6,% of total exports,"Eurostat, ext_lt_intratrd (Intra and Extra-EU trade by Member State and by product group), sitc06=TOTAL, partner=EU27_2020",2026-08-06
ITA,2017,European Union,export share,50.6,% of total exports,"Eurostat, ext_lt_intratrd (Intra and Extra-EU trade by Member State and by product group), sitc06=TOTAL, partner=EU27_2020",2026-08-06
ITA,2018,European Union,export share,51.4,% of total exports,"Eurostat, ext_lt_intratrd (Intra and Extra-EU trade by Member State and by product group), sitc06=TOTAL, partner=EU27_2020",2026-08-06
ITA,2019,European Union,export share,51.1,% of total exports,"Eurostat, ext_lt_intratrd (Intra and Extra-EU trade by Member State and by product group), sitc06=TOTAL, partner=EU27_2020",2026-08-06
ITA,2020,European Union,export share,51.5,% of total exports,"Eurostat, ext_lt_intratrd (Intra and Extra-EU trade by Member State and by product group), sitc06=TOTAL, partner=EU27_2020",2026-08-06
ITA,2021,European Union,export share,52.7,% of total exports,"Eurostat, ext_lt_intratrd (Intra and Extra-EU trade by Member State and by product group), sitc06=TOTAL, partner=EU27_2020",2026-08-06
ITA,2022,European Union,export share,52.8,% of total exports,"Eurostat, ext_lt_intratrd (Intra and Extra-EU trade by Member State and by product group), sitc06=TOTAL, partner=EU27_2020",2026-08-06
ITA,2023,European Union,export share,51.8,% of total exports,"Eurostat, ext_lt_intratrd (Intra and Extra-EU trade by Member State and by product group), sitc06=TOTAL, partner=EU27_2020",2026-08-06
ITA,2024,European Union,export share,50.9,% of total exports,"Eurostat, ext_lt_intratrd (Intra and Extra-EU trade by Member State and by product group), sitc06=TOTAL, partner=EU27_2020",2026-08-06
ITA,2025,European Union,export share,51.3,% of total exports,"Eurostat, ext_lt_intratrd (Intra and Extra-EU trade by Member State and by product group), sitc06=TOTAL, partner=EU27_2020",2026-08-06
ITA,2002,European Union,import share,58.1,% of total imports,"Eurostat, ext_lt_intratrd (Intra and Extra-EU trade by Member State and by product group), sitc06=TOTAL, partner=EU27_2020",2026-08-06
ITA,2003,European Union,import share,58.9,% of total imports,"Eurostat, ext_lt_intratrd (Intra and Extra-EU trade by Member State and by product group), sitc06=TOTAL, partner=EU27_2020",2026-08-06
ITA,2004,European Union,import share,58.3,% of total imports,"Eurostat, ext_lt_intratrd (Intra and Extra-EU trade by Member State and by product group), sitc06=TOTAL, partner=EU27_2020",2026-08-06
ITA,2005,European Union,import share,55.8,% of total imports,"Eurostat, ext_lt_intratrd (Intra and Extra-EU trade by Member State and by product group), sitc06=TOTAL, partner=EU27_2020",2026-08-06
ITA,2006,European Union,import share,54.4,% of total imports,"Eurostat, ext_lt_intratrd (Intra and Extra-EU trade by Member State and by product group), sitc06=TOTAL, partner=EU27_2020",2026-08-06
ITA,2007,European Union,import share,54.7,% of total imports,"Eurostat, ext_lt_intratrd (Intra and Extra-EU trade by Member State and by product group), sitc06=TOTAL, partner=EU27_2020",2026-08-06
ITA,2008,European Union,import share,51.9,% of total imports,"Eurostat, ext_lt_intratrd (Intra and Extra-EU trade by Member State and by product group), sitc06=TOTAL, partner=EU27_2020",2026-08-06
ITA,2009,European Union,import share,54.6,% of total imports,"Eurostat, ext_lt_intratrd (Intra and Extra-EU trade by Member State and by product group), sitc06=TOTAL, partner=EU27_2020",2026-08-06
ITA,2010,European Union,import share,52.5,% of total imports,"Eurostat, ext_lt_intratrd (Intra and Extra-EU trade by Member State and by product group), sitc06=TOTAL, partner=EU27_2020",2026-08-06
ITA,2011,European Union,import share,51.4,% of total imports,"Eurostat, ext_lt_intratrd (Intra and Extra-EU trade by Member State and by product group), sitc06=TOTAL, partner=EU27_2020",2026-08-06
ITA,2012,European Union,import share,50.8,% of total imports,"Eurostat, ext_lt_intratrd (Intra and Extra-EU trade by Member State and by product group), sitc06=TOTAL, partner=EU27_2020",2026-08-06
ITA,2013,European Union,import share,52.8,% of total imports,"Eurostat, ext_lt_intratrd (Intra and Extra-EU trade by Member State and by product group), sitc06=TOTAL, partner=EU27_2020",2026-08-06
ITA,2014,European Union,import share,54.2,% of total imports,"Eurostat, ext_lt_intratrd (Intra and Extra-EU trade by Member State and by product group), sitc06=TOTAL, partner=EU27_2020",2026-08-06
ITA,2015,European Union,import share,55.7,% of total imports,"Eurostat, ext_lt_intratrd (Intra and Extra-EU trade by Member State and by product group), sitc06=TOTAL, partner=EU27_2020",2026-08-06
ITA,2016,European Union,import share,57.7,% of total imports,"Eurostat, ext_lt_intratrd (Intra and Extra-EU trade by Member State and by product group), sitc06=TOTAL, partner=EU27_2020",2026-08-06
ITA,2017,European Union,import share,57.3,% of total imports,"Eurostat, ext_lt_intratrd (Intra and Extra-EU trade by Member State and by product group), sitc06=TOTAL, partner=EU27_2020",2026-08-06
ITA,2018,European Union,import share,56.2,% of total imports,"Eurostat, ext_lt_intratrd (Intra and Extra-EU trade by Member State and by product group), sitc06=TOTAL, partner=EU27_2020",2026-08-06
ITA,2019,European Union,import share,57.0,% of total imports,"Eurostat, ext_lt_intratrd (Intra and Extra-EU trade by Member State and by product group), sitc06=TOTAL, partner=EU27_2020",2026-08-06
ITA,2020,European Union,import share,58.3,% of total imports,"Eurostat, ext_lt_intratrd (Intra and Extra-EU trade by Member State and by product group), sitc06=TOTAL, partner=EU27_2020",2026-08-06
ITA,2021,European Union,import share,56.7,% of total imports,"Eurostat, ext_lt_intratrd (Intra and Extra-EU trade by Member State and by product group), sitc06=TOTAL, partner=EU27_2020",2026-08-06
ITA,2022,European Union,import share,51.3,% of total imports,"Eurostat, ext_lt_intratrd (Intra and Extra-EU trade by Member State and by product group), sitc06=TOTAL, partner=EU27_2020",2026-08-06
ITA,2023,European Union,import share,56.7,% of total imports,"Eurostat, ext_lt_intratrd (Intra and Extra-EU trade by Member State and by product group), sitc06=TOTAL, partner=EU27_2020",2026-08-06
ITA,2024,European Union,import share,56.8,% of total imports,"Eurostat, ext_lt_intratrd (Intra and Extra-EU trade by Member State and by product group), sitc06=TOTAL, partner=EU27_2020",2026-08-06
ITA,2025,European Union,import share,56.7,% of total imports,"Eurostat, ext_lt_intratrd (Intra and Extra-EU trade by Member State and by product group), sitc06=TOTAL, partner=EU27_2020",2026-08-06
LTU,2002,European Union,export share,55.2,% of total exports,"Eurostat, ext_lt_intratrd (Intra and Extra-EU trade by Member State and by product group), sitc06=TOTAL, partner=EU27_2020",2026-08-06
LTU,2003,European Union,export share,56.3,% of total exports,"Eurostat, ext_lt_intratrd (Intra and Extra-EU trade by Member State and by product group), sitc06=TOTAL, partner=EU27_2020",2026-08-06
LTU,2004,European Union,export share,61.9,% of total exports,"Eurostat, ext_lt_intratrd (Intra and Extra-EU trade by Member State and by product group), sitc06=TOTAL, partner=EU27_2020",2026-08-06
LTU,2005,European Union,export share,61.0,% of total exports,"Eurostat, ext_lt_intratrd (Intra and Extra-EU trade by Member State and by product group), sitc06=TOTAL, partner=EU27_2020",2026-08-06
LTU,2006,European Union,export share,59.3,% of total exports,"Eurostat, ext_lt_intratrd (Intra and Extra-EU trade by Member State and by product group), sitc06=TOTAL, partner=EU27_2020",2026-08-06
LTU,2007,European Union,export share,60.3,% of total exports,"Eurostat, ext_lt_intratrd (Intra and Extra-EU trade by Member State and by product group), sitc06=TOTAL, partner=EU27_2020",2026-08-06
LTU,2008,European Union,export share,55.7,% of total exports,"Eurostat, ext_lt_intratrd (Intra and Extra-EU trade by Member State and by product group), sitc06=TOTAL, partner=EU27_2020",2026-08-06
LTU,2009,European Union,export share,60.0,% of total exports,"Eurostat, ext_lt_intratrd (Intra and Extra-EU trade by Member State and by product group), sitc06=TOTAL, partner=EU27_2020",2026-08-06
LTU,2010,European Union,export share,56.1,% of total exports,"Eurostat, ext_lt_intratrd (Intra and Extra-EU trade by Member State and by product group), sitc06=TOTAL, partner=EU27_2020",2026-08-06
LTU,2011,European Union,export share,57.4,% of total exports,"Eurostat, ext_lt_intratrd (Intra and Extra-EU trade by Member State and by product group), sitc06=TOTAL, partner=EU27_2020",2026-08-06
LTU,2012,European Union,export share,54.2,% of total exports,"Eurostat, ext_lt_intratrd (Intra and Extra-EU trade by Member State and by product group), sitc06=TOTAL, partner=EU27_2020",2026-08-06
LTU,2013,European Union,export share,50.5,% of total exports,"Eurostat, ext_lt_intratrd (Intra and Extra-EU trade by Member State and by product group), sitc06=TOTAL, partner=EU27_2020",2026-08-06
LTU,2014,European Union,export share,51.1,% of total exports,"Eurostat, ext_lt_intratrd (Intra and Extra-EU trade by Member State and by product group), sitc06=TOTAL, partner=EU27_2020",2026-08-06
